model_size|update_type|sample_id|timestamp_seconds|delta_seconds|object_count|object_delta_count|remote_reference_sent_ack_count|remote_reference_sent_ack_delta_count|remote_reference_recv_ack_count|remote_reference_recv_ack_delta_count
420|OBJECT|14|350|25|293|20|0|0|0|0
420|OBJECT|15|375|25|310|17|0|0|0|0
420|OBJECT|16|400|25|332|22|0|0|0|0
420|OBJECT|17|425|25|349|17|0|0|0|0
420|OBJECT|18|450|25|368|19|0|0|0|0
420|OBJECT|19|475|25|384|16|0|0|0|0
420|OBJECT|20|500|25|407|23|0|0|0|0
420|OBJECT|21|525|25|420|13|0|0|0|0
420|OBJECT|22|550|25|420|0|0|0|0|0
420|OBJECT|23|575|25|420|0|0|0|0|0
4200|OBJECT|0|0|25|9|9|0|0|0|0
4200|OBJECT|1|25|25|28|19|0|0|0|0
4200|OBJECT|2|50|25|49|21|0|0|0|0
4200|OBJECT|3|75|25|68|19|0|0|0|0
4200|OBJECT|4|100|25|88|20|0|0|0|0
4200|OBJECT|5|125|25|107|19|0|0|0|0
4200|OBJECT|6|150|25|127|20|0|0|0|0
4200|OBJECT|7|175|25|146|19|0|0|0|0
4200|OBJECT|8|200|25|166|20|0|0|0|0
4200|OBJECT|9|225|25|185|19|0|0|0|0
4200|OBJECT|10|250|25|205|20|0|0|0|0
4200|OBJECT|11|275|25|224|19|0|0|0|0
4200|OBJECT|12|300|25|244|20|0|0|0|0
4200|OBJECT|13|325|25|263|19|0|0|0|0
4200|OBJECT|14|350|25|283|20|0|0|0|0
4200|OBJECT|15|375|25|305|22|0|0|0|0
4200|OBJECT|16|400|25|322|17|0|0|0|0
4200|OBJECT|17|425|25|344|22|0|0|0|0
4200|OBJECT|18|450|25|361|17|0|0|0|0
4200|OBJECT|19|475|25|383|22|0|0|0|0
4200|OBJECT|20|500|25|400|17|0|0|0|0
4200|OBJECT|21|525|25|422|22|0|0|0|0
4200|OBJECT|22|550|25|439|17|0|0|0|0
4200|OBJECT|23|575|25|462|23|0|0|0|0
4200|OBJECT|24|600|25|478|16|0|0|0|0
4200|OBJECT|25|625|25|500|22|0|0|0|0
4200|OBJECT|26|650|25|516|16|0|0|0|0
4200|OBJECT|27|675|25|537|21|0|0|0|0
4200|OBJECT|28|700|25|554|17|0|0|0|0
4200|OBJECT|29|725|25|576|22|0|0|0|0
4200|OBJECT|30|750|25|593|17|0|0|0|0
4200|OBJECT|31|775|25|615|22|0|0|0|0
4200|OBJECT|32|800|25|631|16|0|0|0|0
4200|OBJECT|33|825|25|654|23|0|0|0|0
4200|OBJECT|34|850|25|673|19|0|0|0|0
4200|OBJECT|35|875|25|693|20|0|0|0|0
4200|OBJECT|36|900|25|711|18|0|0|0|0
4200|OBJECT|37|925|25|731|20|0|0|0|0
4200|OBJECT|38|950|25|749|18|0|0|0|0
4200|OBJECT|39|975|25|769|20|0|0|0|0
4200|OBJECT|40|1000|25|788|19|0|0|0|0
4200|OBJECT|41|1025|25|807|19|0|0|0|0
4200|OBJECT|42|1050|25|826|19|0|0|0|0
4200|OBJECT|43|1075|25|846|20|0|0|0|0
4200|OBJECT|44|1100|25|865|19|0|0|0|0
4200|OBJECT|45|1125|25|882|17|0|0|0|0
4200|OBJECT|46|1150|25|896|14|0|0|0|0
4200|OBJECT|47|1175|25|916|20|0|0|0|0
4200|OBJECT|48|1200|25|935|19|0|0|0|0
4200|OBJECT|49|1225|25|954|19|0|0|0|0
4200|OBJECT|50|1250|25|976|22|0|0|0|0
4200|OBJECT|51|1275|25|993|17|0|0|0|0
4200|OBJECT|52|1300|25|1014|21|0|0|0|0
4200|OBJECT|53|1325|25|1031|17|0|0|0|0
4200|OBJECT|54|1350|25|1053|22|0|0|0|0
4200|OBJECT|55|1375|25|1070|17|0|0|0|0
4200|OBJECT|56|1400|25|1092|22|0|0|0|0
4200|OBJECT|57|1425|25|1108|16|0|0|0|0
4200|OBJECT|58|1450|25|1130|22|0|0|0|0
4200|OBJECT|59|1475|25|1147|17|0|0|0|0
4200|OBJECT|60|1500|25|1169|22|0|0|0|0
4200|OBJECT|61|1525|25|1185|16|0|0|0|0
4200|OBJECT|62|1550|25|1207|22|0|0|0|0
4200|OBJECT|63|1575|25|1223|16|0|0|0|0
4200|OBJECT|64|1600|25|1246|23|0|0|0|0
4200|OBJECT|65|1625|25|1262|16|0|0|0|0
4200|OBJECT|66|1650|25|1284|22|0|0|0|0
4200|OBJECT|67|1675|25|1300|16|0|0|0|0
4200|OBJECT|68|1700|25|1322|22|0|0|0|0
4200|OBJECT|69|1725|25|1341|19|0|0|0|0
4200|OBJECT|70|1750|25|1361|20|0|0|0|0
4200|OBJECT|71|1775|25|1378|17|0|0|0|0
4200|OBJECT|72|1800|25|1398|20|0|0|0|0
4200|OBJECT|73|1825|25|1416|18|0|0|0|0
4200|OBJECT|74|1850|25|1437|21|0|0|0|0
4200|OBJECT|75|1875|25|1455|18|0|0|0|0
4200|OBJECT|76|1900|25|1475|20|0|0|0|0
4200|OBJECT|77|1925|25|1494|19|0|0|0|0
4200|OBJECT|78|1950|25|1514|20|0|0|0|0
4200|OBJECT|79|1975|25|1534|20|0|0|0|0
4200|OBJECT|80|2000|25|1553|19|0|0|0|0
4200|OBJECT|81|2025|25|1572|19|0|0|0|0
4200|OBJECT|82|2050|25|1591|19|0|0|0|0
4200|OBJECT|83|2075|25|1610|19|0|0|0|0
4200|OBJECT|84|2100|25|1629|19|0|0|0|0
4200|OBJECT|85|2125|25|1649|20|0|0|0|0
4200|OBJECT|86|2150|25|1667|18|0|0|0|0
4200|OBJECT|87|2175|25|1689|22|0|0|0|0
4200|OBJECT|88|2200|25|1706|17|0|0|0|0
4200|OBJECT|89|2225|25|1727|21|0|0|0|0
4200|OBJECT|90|2250|25|1744|17|0|0|0|0
4200|OBJECT|91|2275|25|1765|21|0|0|0|0
4200|OBJECT|92|2300|25|1781|16|0|0|0|0
4200|OBJECT|93|2325|25|1804|23|0|0|0|0
4200|OBJECT|94|2350|25|1820|16|0|0|0|0
4200|OBJECT|95|2375|25|1843|23|0|0|0|0
4200|OBJECT|96|2400|25|1858|15|0|0|0|0
4200|OBJECT|97|2425|25|1881|23|0|0|0|0
4200|OBJECT|98|2450|25|1897|16|0|0|0|0
4200|OBJECT|99|2475|25|1919|22|0|0|0|0
4200|OBJECT|100|2500|25|1936|17|0|0|0|0
4200|OBJECT|101|2525|25|1958|22|0|0|0|0
4200|OBJECT|102|2550|25|1976|18|0|0|0|0
4200|OBJECT|103|2575|25|1997|21|0|0|0|0
4200|OBJECT|104|2600|25|2015|18|0|0|0|0
4200|OBJECT|105|2625|25|2035|20|0|0|0|0
4200|OBJECT|106|2650|25|2053|18|0|0|0|0
4200|OBJECT|107|2675|25|2073|20|0|0|0|0
4200|OBJECT|108|2700|25|2091|18|0|0|0|0
4200|OBJECT|109|2725|25|2110|19|0|0|0|0
4200|OBJECT|110|2750|25|2129|19|0|0|0|0
4200|OBJECT|111|2775|25|2149|20|0|0|0|0
4200|OBJECT|112|2800|25|2168|19|0|0|0|0
4200|OBJECT|113|2825|25|2187|19|0|0|0|0
4200|OBJECT|114|2850|25|2206|19|0|0|0|0
4200|OBJECT|115|2875|25|2225|19|0|0|0|0
4200|OBJECT|116|2900|25|2244|19|0|0|0|0
4200|OBJECT|117|2925|25|2264|20|0|0|0|0
4200|OBJECT|118|2950|25|2283|19|0|0|0|0
4200|OBJECT|119|2975|25|2302|19|0|0|0|0
4200|OBJECT|120|3000|25|2323|21|0|0|0|0
4200|OBJECT|121|3025|25|2339|16|0|0|0|0
4200|OBJECT|122|3050|25|2361|22|0|0|0|0
4200|OBJECT|123|3075|25|2378|17|0|0|0|0
4200|OBJECT|124|3100|25|2400|22|0|0|0|0
4200|OBJECT|125|3125|25|2416|16|0|0|0|0
4200|OBJECT|126|3150|25|2438|22|0|0|0|0
4200|OBJECT|127|3175|25|2455|17|0|0|0|0
4200|OBJECT|128|3200|25|2477|22|0|0|0|0
4200|OBJECT|129|3225|25|2493|16|0|0|0|0
4200|OBJECT|130|3250|25|2515|22|0|0|0|0
4200|OBJECT|131|3275|25|2532|17|0|0|0|0
4200|OBJECT|132|3300|25|2554|22|0|0|0|0
4200|OBJECT|133|3325|25|2571|17|0|0|0|0
4200|OBJECT|134|3350|25|2593|22|0|0|0|0
4200|OBJECT|135|3375|25|2607|14|0|0|0|0
4200|OBJECT|136|3400|25|2621|14|0|0|0|0
4200|OBJECT|137|3425|25|2639|18|0|0|0|0
4200|OBJECT|138|3450|25|2659|20|0|0|0|0
4200|OBJECT|139|3475|25|2677|18|0|0|0|0
4200|OBJECT|140|3500|25|2697|20|0|0|0|0
4200|OBJECT|141|3525|25|2716|19|0|0|0|0
4200|OBJECT|142|3550|25|2736|20|0|0|0|0
4200|OBJECT|143|3575|25|2754|18|0|0|0|0
4200|OBJECT|144|3600|25|2774|20|0|0|0|0
4200|OBJECT|145|3625|25|2791|17|0|0|0|0
4200|OBJECT|146|3650|25|2811|20|0|0|0|0
4200|OBJECT|147|3675|25|2830|19|0|0|0|0
4200|OBJECT|148|3700|25|2849|19|0|0|0|0
4200|OBJECT|149|3725|25|2867|18|0|0|0|0
4200|OBJECT|150|3750|25|2886|19|0|0|0|0
4200|OBJECT|151|3775|25|2905|19|0|0|0|0
4200|OBJECT|152|3800|25|2924|19|0|0|0|0
4200|OBJECT|153|3825|25|2943|19|0|0|0|0
4200|OBJECT|154|3850|25|2962|19|0|0|0|0
4200|OBJECT|155|3875|25|2981|19|0|0|0|0
4200|OBJECT|156|3900|25|2999|18|0|0|0|0
4200|OBJECT|157|3925|25|3021|22|0|0|0|0
4200|OBJECT|158|3950|25|3038|17|0|0|0|0
4200|OBJECT|159|3975|25|3060|22|0|0|0|0
4200|OBJECT|160|4000|25|3076|16|0|0|0|0
4200|OBJECT|161|4025|25|3098|22|0|0|0|0
4200|OBJECT|162|4050|25|3114|16|0|0|0|0
4200|OBJECT|163|4075|25|3136|22|0|0|0|0
4200|OBJECT|164|4100|25|3153|17|0|0|0|0
4200|OBJECT|165|4125|25|3175|22|0|0|0|0
4200|OBJECT|166|4150|25|3192|17|0|0|0|0
4200|OBJECT|167|4175|25|3214|22|0|0|0|0
4200|OBJECT|168|4200|25|3233|19|0|0|0|0
4200|OBJECT|169|4225|25|3253|20|0|0|0|0
4200|OBJECT|170|4250|25|3271|18|0|0|0|0
4200|OBJECT|171|4275|25|3291|20|0|0|0|0
4200|OBJECT|172|4300|25|3309|18|0|0|0|0
4200|OBJECT|173|4325|25|3329|20|0|0|0|0
4200|OBJECT|174|4350|25|3347|18|0|0|0|0
4200|OBJECT|175|4375|25|3366|19|0|0|0|0
4200|OBJECT|176|4400|25|3385|19|0|0|0|0
4200|OBJECT|177|4425|25|3405|20|0|0|0|0
4200|OBJECT|178|4450|25|3423|18|0|0|0|0
4200|OBJECT|179|4475|25|3442|19|0|0|0|0
420|OBJECT|0|0|25|8|8|0|0|0|0
420|OBJECT|1|25|25|32|24|0|0|0|0
420|OBJECT|2|50|25|51|19|0|0|0|0
420|OBJECT|3|75|25|71|20|0|0|0|0
420|OBJECT|4|100|25|90|19|0|0|0|0
420|OBJECT|5|125|25|110|20|0|0|0|0
420|OBJECT|6|150|25|120|10|0|0|0|0
420|OBJECT|7|175|25|138|18|0|0|0|0
420|OBJECT|8|200|25|157|19|0|0|0|0
420|OBJECT|9|225|25|176|19|0|0|0|0
420|OBJECT|10|250|25|196|20|0|0|0|0
420|OBJECT|11|275|25|215|19|0|0|0|0
420|OBJECT|12|300|25|235|20|0|0|0|0
420|OBJECT|13|325|25|254|19|0|0|0|0
420|OBJECT|14|350|25|274|20|0|0|0|0
420|OBJECT|15|375|25|294|20|0|0|0|0
420|OBJECT|16|400|25|316|22|0|0|0|0
420|OBJECT|17|425|25|333|17|0|0|0|0
420|OBJECT|18|450|25|355|22|0|0|0|0
420|OBJECT|19|475|25|372|17|0|0|0|0
420|OBJECT|20|500|25|394|22|0|0|0|0
420|OBJECT|21|525|25|410|16|0|0|0|0
420|OBJECT|22|550|25|420|10|0|0|0|0
420|OBJECT|23|575|25|420|0|0|0|0|0
4200|OBJECT|0|0|25|10|10|0|0|0|0
4200|OBJECT|1|25|25|32|22|0|0|0|0
4200|OBJECT|2|50|25|52|20|0|0|0|0
4200|OBJECT|3|75|25|72|20|0|0|0|0
4200|OBJECT|4|100|25|94|22|0|0|0|0
4200|OBJECT|5|125|25|111|17|0|0|0|0
4200|OBJECT|6|150|25|134|23|0|0|0|0
4200|OBJECT|7|175|25|151|17|0|0|0|0
4200|OBJECT|8|200|25|173|22|0|0|0|0
4200|OBJECT|9|225|25|189|16|0|0|0|0
4200|OBJECT|10|250|25|211|22|0|0|0|0
4200|OBJECT|11|275|25|228|17|0|0|0|0
4200|OBJECT|12|300|25|250|22|0|0|0|0
